,Context,Conext_translation
1770,The lady wipes the shoe with the towel and talks to the camera.,La señora limpia el zapato con la toalla y habla con la cámara.
1771,We see an opening title screen.,Vemos una pantalla de título de apertura.
1772,The lady puts salt it the water and dips the brush then brushes the shoe.,La señora le pone sal al agua y moja el cepillo y luego cepilla el zapato.
1773,"A lady sits at a table with a shoe, water, salt, brush and towel.","Una señora se sienta en una mesa con un zapato, agua, sal, cepillo y toalla."
1774,The lady puts salt it the water and dips the brush then brushes the shoe.,La señora le pone sal al agua y moja el cepillo y luego cepilla el zapato.
1775,We see an opening title screen.,Vemos una pantalla de título de apertura.
1776,The snow mobile starts to move and the person begins snowboarding throughout the field.,La motonieve comienza a moverse y la persona comienza a hacer snowboard por todo el campo.
1777,A man is outside in the snow holding a rope that is attached to a snow mobile.,Un hombre está afuera en la nieve sosteniendo una cuerda atada a un móvil de nieve.
1778,A man is outside in the snow holding a rope that is attached to a snow mobile.,Un hombre está afuera en la nieve sosteniendo una cuerda atada a un móvil de nieve.
1779,A woman is seen outside in a large field playing with a dog in several shots.,Se ve a una mujer afuera en un campo grande jugando con un perro en varias tomas.
1780,The woman is playing with her dog.,La mujer está jugando con su perro.
1781,"The woman is petting her dog, and the dog licked her face.",La mujer está acariciando a su perro y el perro le lamió la cara.
1782,The girl flips and tricks along the beam while others watch on the side.,The girl flips and tricks along the beam while others watch on the side.
1783,A gymnast is seen leaning across a long beam and begins performing a gymnastics routine.,Se ve a una gimnasta inclinada sobre una viga larga y comienza a realizar una rutina de gimnasia.
1784,A gymnast is seen leaning across a long beam and begins performing a gymnastics routine.,Se ve a una gimnasta inclinada sobre una viga larga y comienza a realizar una rutina de gimnasia.
1785,A gymnast is seen leaning across a long beam and begins performing a gymnastics routine.,Se ve a una gimnasta inclinada sobre una viga larga y comienza a realizar una rutina de gimnasia.
1786,The man plays the piano as a crowd watches.,El hombre toca el piano mientras la multitud observa.
1787,The man plays the piano as a crowd watches.,El hombre toca el piano mientras la multitud observa.
1788,A man in a striped shirt is playing the piano on the street while people watch him.,Un hombre con una camisa a rayas toca el piano en la calle mientras la gente lo mira.
1789,A young man sits a piano locate on a sidewalk.,Un joven se sienta en un piano ubicado en una acera.
1790,The crowd claps for the players.,La multitud aplaude a los jugadores.
1791,People are playing soccer on a field.,People are playing soccer on a field.
1792,People are playing soccer on a field.,La gente juega al fútbol en un campo.
1793,People are playing soccer on a field.,La gente juega al fútbol en un campo.
1794,Two people are seen sitting on shore while sitting in kayaks.,Se ve a dos personas sentadas en la orilla mientras están sentadas en kayaks.
1795,The alien blocks someone from approaching the shack.,El alienígena impide que alguien se acerque a la choza.
1796,We pass a person on the beach.,Pasamos una persona en la playa.
1797,The rider falls in the water.,The rider falls in the water.
1798,We see a man kite surfing.,Vemos a un hombre haciendo kitesurf.
1799,Water splashes and covers the camera lens.,El agua salpica y cubre la lente de la cámara.
1800,The person is riding in the other direction.,La persona viaja en la otra dirección.
1801,Water splashes and covers the camera lens.,El agua salpica y cubre la lente de la cámara.
1802,We see a man kite surfing.,Vemos a un hombre haciendo kitesurf.
1803,We see a man kite surfing.,Vemos a un hombre haciendo kitesurf.
1804,A woman is seen walking into frame and nodding at the camera that leads into her pouring mouthwash out and into her mouth.,A woman is seen walking into frame and nodding at the camera that leads into her pouring mouthwash out and into her mouth.
1805,They start the race and go through ramps and bumps.,Empiezan la carrera y pasan por rampas y baches.
1806,The bikers get ready to begin their race.,Los moteros se preparan para comenzar su carrera.
1807,There's a man drawing a white starting line on the ground for the race.,Hay un hombre que dibuja una línea de salida blanca en el suelo para la carrera.
1808,The video is about Bristol bmx Club holding a biking event.,El video trata sobre el Bristol bmx Club celebrando un evento de ciclismo.
1809,The bikers are from various age groups ranging from teenagers to adults.,The bikers are from various age groups ranging from teenagers to adults.
1810,Several bikes are in a shop lined up.,Varias bicicletas están alineadas en una tienda.
1811,"We see people looking at the bikes, and a large box containing one.",Vemos gente mirando las bicicletas y una caja grande que contiene una.
1812,Someone circles the car examining it.,Alguien rodea el coche examinándolo.
1813,The interior of the car has been cleaned and lined with bedspreads and quilts.,The interior of the car has been cleaned and lined with bedspreads and quilts.
1814,A man is using a leaf blower to blow the leaves off the grass.,A man is using a leaf blower to blow the leaves off the grass.
1815,He continues to blow the leaves mindlessly.,He continues to blow the leaves mindlessly.
1816,The males are being pulled to the left.,The males are being pulled to the left.
1817,Males pull a rope in a tag of war match.,Los machos tiran de una cuerda en un tira y afloja.
1818,Males pull a rope in a tag of war match.,Los machos tiran de una cuerda en un tira y afloja.
1819,The males take steps to the right.,Los machos dan pasos a la derecha.
1820,The males take steps to the right.,The males take steps to the right.
1821,A guy sits the couch on card boards that is spread on the floor while he spray the hole couch with red paint spray.,A guy sits the couch on card boards that is spread on the floor while he spray the hole couch with red paint spray.
1822,He starts with the side then he goes across the bottom to the other side on the couch.,Empieza por el costado y luego recorre la parte inferior hasta el otro lado del sofá.
1823,The guy then left the head rest part of the couch and spray on top and in between.,"Luego, el tipo dejó la parte del reposacabezas del sofá y roció encima y en medio."
1824,A person is showing you how to paint you couch to a color that you want.,Una persona te muestra cómo pintar tu sofá con el color que desees.
1825,A sofa sits in a room.,Un sofá se encuentra en una habitación.
1826,People are working out in a room stepping on a step stools.,People are working out in a room stepping on a step stools.
1827,A man in a white shirt is leading the group.,Un hombre con camisa blanca lidera el grupo.
1828,"Someone looks down, then hugs his wife.","Someone looks down, then hugs his wife."
1829,"A woman is talking and in between there are clips playing of groomers grooming dogs, customers, dogs walking in the store, products and dogs walking in the store.","A woman is talking and in between there are clips playing of groomers grooming dogs, customers, dogs walking in the store, products and dogs walking in the store."
